#{"t_start": 1760019223.6267493, "env_id": "None"}
r,l,t
-16294.471402,75,248.127357
6078.054193,176,250.552811
5950.603728,97,252.205739
5986.908072,218,255.471951
-15900.488446,69,256.60903
6028.020419,104,258.732095
10464.524155,81,260.453231
2722.804489,39,261.211465
12313.346256,156,263.457858
5743.145262,91,264.944696
4246.910101,220,268.044807
11740.169286,193,271.057656
3053.153697,43,271.882527
3407.236164,48,272.925965
5769.288096,130,275.398363
1829.479027,158,278.498504
11919.272122,195,281.637897
9705.540423,62,282.737942
9489.423567,60,283.67926
4166.79879,206,286.702098
2880.240536,40,287.439162
11291.429639,98,288.924608
5405.587365,144,290.973676
11313.338313,86,292.274252
5021.682581,252,296.084371
12496.417335,221,299.155785
10457.49989,73,300.293968
5705.568014,150,302.493681
4752.98083,252,306.519653
11360.409209,91,307.905787
4421.196458,97,309.454987
4145.255017,64,310.480503
5231.324285,98,311.962827
3148.355927,43,312.689527
5734.907441,252,316.198216
12419.352643,148,318.366002
9629.663299,61,319.339093
5154.872404,152,321.483479
6111.378299,107,323.080144
11183.221505,84,324.341721
10346.591759,71,325.680118
9790.609409,64,326.814096
6519.635909,252,330.240836
2678.611706,252,333.784274
12565.410494,200,336.836205
11097.675911,86,338.219029
3663.797017,66,339.243168
2974.986013,44,340.005849
10050.126885,71,341.086802
3053.423324,49,341.975421
11268.547474,92,343.48138
12086.848648,114,345.279705
9864.072806,72,346.522415
4292.850183,104,348.232204
9380.120045,57,349.563365
2695.968617,39,350.560517
11162.646649,90,352.373256
9330.389396,55,353.714623
11268.680712,145,356.698026
3323.48649,47,357.639196
2961.703688,43,358.412225
11890.27013,204,361.705965
5910.827375,102,363.575383
4023.171755,75,364.836508
30.632234,252,368.919299
5734.781331,139,371.150055
10992.753366,84,372.414553
11362.141812,102,374.09459
4497.457479,212,377.004279
9813.827235,66,378.044582
9900.252278,69,379.101861
5206.159987,119,381.29939
2978.521895,41,382.256779
10974.9934,86,383.809869
3341.266825,49,384.620484
9359.598527,57,385.61439
10992.387064,84,387.015726
12058.062951,113,388.706814
11754.36258,102,390.260462
2920.359727,43,390.991959
11184.019971,87,392.437787
9628.302192,62,393.390936
11447.602179,98,394.8392
5112.547076,252,398.580147
10978.84422,83,399.822474
11026.605363,84,401.08825
5564.105702,145,403.119114
11106.154178,85,404.415012
3465.647428,50,405.267932
4745.601227,132,407.112928
11370.460994,89,408.460702
11991.015832,100,409.947727
11148.476008,91,411.371377
11172.870323,89,412.918836
3031.348442,43,413.75002
9986.865745,70,414.866988
12045.233251,133,416.920596
5508.249111,125,418.801959
11295.742208,89,420.162226
5707.435063,153,422.347217
11304.452746,91,423.733525
11703.553987,104,425.289521
4872.330327,204,428.369676
5461.888071,252,431.847207
9591.461823,59,432.781752
11461.97609,142,434.867148
11837.794415,104,436.536122
12223.519726,177,439.011587
4849.93844,252,442.611315
10714.503062,92,444.12519
11327.800025,119,446.19033
11294.457095,92,448.356818
4510.237748,220,451.705378
9695.121665,61,452.651665
11783.627048,193,455.325533
12070.102688,131,457.232194
11929.209151,161,459.608607
12277.047593,136,461.528577
12263.47804,208,464.452472
11380.505937,173,467.092586
4299.448292,78,468.324167
4613.652747,103,469.846517
11440.120655,174,472.378553
11238.384477,223,475.686883
4731.16941,252,479.220263
11240.788647,230,482.464712
11793.088685,117,484.172053
9394.707072,214,487.168305
10180.714274,73,488.276059
1466.388502,28,488.833512
5143.115288,133,490.737832
12072.115122,190,493.381873
3840.69227,60,494.475308
9490.544039,58,495.421409
11767.599655,157,497.658951
5445.624216,141,499.701143
5146.816543,185,502.344419
9563.39898,58,503.291308
12028.607928,194,506.193397
11446.726862,129,508.191527
2184.964016,159,510.671977
11444.283378,208,513.839931
11670.856432,161,516.276449
3954.189942,111,518.023275
11185.325593,103,519.542698
5341.881223,252,523.00378
11642.107567,133,524.881413
4660.10322,112,526.452455
4588.012375,118,528.088479
3287.408997,66,529.084817
11920.324784,187,531.63295
11948.330833,154,533.682548
11845.692896,197,536.445012
11426.910661,104,537.925694
11061.052676,93,539.278378
9569.945628,59,540.161721
11743.731126,118,541.845021
11546.465599,191,544.338
5646.080661,122,546.188915
11707.599196,135,548.038216
4720.767735,83,549.26626
2203.741338,190,551.815114
-291.853324,48,552.618502
10838.159566,219,555.507139
10958.30194,232,558.54242
10944.38346,83,559.820041
4721.133682,252,563.128629
10923.52617,86,564.363916
11605.540139,110,566.093725
11465.518713,202,568.843062
11983.678832,156,570.947917
10647.886959,216,574.045331
11464.5842,100,575.438973
5000.204126,252,578.762063
5001.171755,252,582.142571
1035.174067,41,582.820209
10178.503579,83,584.015293
11250.832968,118,585.654837
4822.605988,185,588.197206
5260.041981,252,591.506562
10957.492296,87,592.769861
11749.039807,202,595.515241
5267.657287,197,598.373391
9412.168357,57,599.242362
4104.558571,92,600.767345
4850.583723,252,604.03641
11691.275141,113,605.623163
4763.694677,104,607.075729
10353.340853,78,608.288506
-473.058983,222,611.291968
9506.197013,59,612.227985
10067.028751,72,613.329514
11534.367216,196,616.055133
4949.470737,252,619.310137
5436.095972,211,622.184245
4358.264108,252,625.537963
2393.371455,64,626.640991
4114.752612,88,628.107601
4504.898304,101,629.63175
9929.993093,69,630.631074
5156.518931,252,633.910287
5739.104959,252,637.336457
5434.323485,252,640.613232
11423.146503,216,643.529231
5291.366649,252,646.737903
4388.576442,252,650.12141
9552.958344,61,651.037659
11388.52156,213,653.862069
4504.1387,252,657.344222
9360.838212,56,658.488569
9573.487062,61,659.660364
11913.661282,146,661.711283
10129.188975,73,662.834608
11371.231605,241,666.172178
10797.856919,82,667.373018
11536.651017,123,669.163468
4938.415773,252,672.641975
10222.508334,75,673.791734
4073.95824,252,677.306262
4848.818082,252,680.698642
11477.274194,207,683.591794
10511.235491,247,687.057498
11076.033148,89,688.483978
11493.545217,114,690.307249
11112.390744,91,691.675036
8301.011989,232,694.779567
10350.967834,233,697.840073
6000.321167,131,699.694287
12448.453403,158,701.849905
5323.786118,252,705.191069
4889.096277,252,708.558107
10984.800051,89,709.9216
9825.537557,65,710.91033
5386.90903,252,714.386501
11547.737381,126,716.343576
9509.99454,61,717.276267
10807.195591,245,721.066675
10903.837041,233,724.299328
11717.864647,176,726.826858
11467.077785,123,728.614904
12040.164789,149,730.726557
4723.152454,123,732.473961
11786.184996,164,734.827065
9381.959503,57,735.726134
9539.545571,59,736.664797
2962.456534,252,740.138698
11171.883373,229,743.269854
9640.147775,63,744.334668
4346.690257,252,747.626418
9919.934519,67,748.734595
11662.7991,197,751.534921
10190.671111,74,752.653994
11161.114367,109,754.180402
11618.31421,141,756.160854
4057.297551,252,759.490643
9784.871414,63,760.436116
10247.50342,73,761.527197
11290.418268,90,762.872661
10050.714436,70,763.916113
10799.658306,81,765.070977
10442.672003,241,768.397993
11494.212983,115,770.074551
11191.421853,200,772.743118
11751.832789,146,774.748837
9598.629478,62,775.679354
11940.467208,141,777.695959
12289.612789,188,780.19226
11619.446462,162,782.623646
11361.192098,110,784.273465
9638.20303,61,785.189662
11922.876251,120,786.905145
4473.496787,252,790.26378
9463.939117,60,791.229518
11991.638879,173,793.711179
4375.540694,252,797.067012
9484.158958,61,798.039781
5398.935425,252,801.39209
11889.575311,124,803.130236
10948.435852,85,804.425815
9551.97094,61,805.335179
10957.023559,85,806.548925
9716.651146,65,807.512964
12354.948937,179,809.960855
10152.073469,73,811.034492
9976.138231,69,812.209721
11199.857307,93,813.940714
10725.755006,80,815.122456
9827.600682,66,816.110896
5760.083837,105,817.583127
10350.057698,78,818.784356
10803.446859,83,820.035328
9555.691592,61,820.94972
11832.753068,138,822.842987
10060.947079,70,823.890467
9510.786939,61,824.806814
9995.283313,69,825.829012
4179.834736,252,829.190651
10808.357322,83,830.411592
11164.780601,99,831.948583
9923.588835,69,832.979163
9793.872167,64,833.993057
10980.376719,85,835.237771
12092.568842,138,837.09869
4363.949048,81,838.26862
4021.321962,252,841.686068
12130.551731,139,843.764769
3789.404348,252,847.173847
-12876.350207,252,850.610548
12005.531499,195,853.25293
3775.037372,252,856.630731
10177.838783,72,857.69314
11631.24407,182,860.280769
10117.638175,72,861.338091
12098.593332,137,863.268383
11732.310054,130,865.056058
10707.765226,81,866.23483
10123.469597,71,867.286921
10857.202355,84,868.521978
9631.788837,61,869.497775
6696.54082,252,872.832802
9425.121886,57,873.728822
10576.781562,75,875.03428
3342.241275,76,876.203963
9428.902986,58,877.116424
4596.961923,252,880.561301
9268.868751,56,881.460152
9669.638123,62,882.386957
10165.012544,72,883.531121
10649.802955,83,884.713586
6388.06425,176,887.067591
11005.316968,86,888.294328
9705.774716,62,889.230721
11910.659334,114,890.895754
4688.036145,217,893.864741
9205.493159,92,895.164741
6694.660841,196,897.86408
11086.992402,88,899.239185
9985.394102,69,900.266851
9861.447755,67,901.25177
10095.93046,70,902.275668
12157.411442,139,904.186233
10022.356483,70,905.401205
12402.387093,166,907.701148
4525.526648,252,911.06514
9899.961104,71,912.198164
5983.553564,252,915.406559
9382.051695,58,916.281868
10064.839825,70,917.294202
11414.690235,102,918.77202
10323.960644,74,919.970019
10058.181122,70,921.00691
11861.781559,205,923.742811
9968.167937,69,924.762234
5821.007823,174,927.143586
6214.617442,252,930.475618
3111.674767,50,931.284913
5615.702139,163,933.518943
6100.671079,252,937.022906
9690.4063,64,937.995738
4856.568252,252,941.308516
4034.125689,64,942.282477
11215.441458,91,943.602263
9667.477009,61,944.648141
10740.143312,81,945.815922
11958.244255,137,947.780473
11317.249962,124,949.493642
11175.558668,113,951.036665
10928.830386,85,952.276395
11126.260836,91,953.641986
10197.040212,73,954.746671
10246.237273,75,955.828345
10864.876187,239,958.953895
11698.986405,234,962.067732
11136.000165,91,963.387296
9643.00296,63,964.439004
10614.836624,77,965.564702
4234.024252,73,966.760788
11181.987966,90,968.12441
11263.861448,114,969.772099
10591.590438,79,970.913801
9409.515374,57,971.827711
9748.138167,65,972.784992
11185.633072,95,974.172868
6438.200716,252,977.51938
10635.96474,99,978.923405
12193.86951,151,980.92353
11909.500643,138,982.845059
10384.297866,82,984.194673
10917.290351,228,987.237176
10076.487033,71,988.2926
11755.084861,113,989.919013
11455.458506,110,991.423215
9935.650314,69,992.465098
10133.128791,72,993.510533
9949.962416,71,994.567168
4881.439959,157,996.761945
11004.855275,91,998.295948
11930.424515,136,1000.146059
11912.177279,173,1002.49275
10067.156926,71,1003.556396
9334.479573,59,1004.661026
12239.231023,145,1006.643058
11345.584053,93,1007.950981
11406.703663,113,1009.536078
10825.868802,85,1010.771573
10048.510478,71,1011.861589
5381.334929,227,1014.820624
10887.047205,98,1016.237154
11172.675231,90,1017.570736
11232.769613,132,1019.501733
11344.430957,91,1020.807085
11490.383972,112,1022.499297
11265.949948,104,1024.027632
11282.883922,212,1026.88185
9506.100203,61,1027.795227
11983.12741,111,1029.555248
12011.45381,150,1031.576283
4175.367038,252,1034.963011
10895.19932,83,1036.188052
11787.324448,111,1037.757617
6570.221121,252,1041.138225
10623.293731,81,1042.339566
10051.085287,72,1043.383142
11339.071587,103,1044.841364
9988.576433,74,1046.052124
12055.804622,149,1048.088227
10340.229126,76,1049.185945
10096.789338,73,1050.262721
10069.288398,72,1051.299639
10316.664864,78,1052.457257
11114.706714,93,1053.841549
11043.607119,90,1055.100546
10994.736795,85,1056.335019
11175.83832,92,1057.636787
10231.111809,74,1058.731005
10956.132421,92,1060.264658
11845.624189,133,1062.185726
10995.605936,86,1063.548734
10237.577987,74,1064.646667
10293.305594,77,1065.767519
10520.385928,79,1066.930438
10460.974006,82,1068.119039
11684.46676,102,1069.604031
10016.844936,71,1070.657676
11872.438708,160,1072.835431
11843.437466,178,1075.27439
9830.517128,67,1076.305939
10516.154463,80,1077.4622
9858.287497,67,1078.590087
10718.207299,87,1079.828038
10188.700297,74,1080.923309
9911.400612,67,1081.934958
12440.994805,138,1083.883321
11656.974119,101,1085.312569
10120.852042,73,1086.37811
11200.634454,90,1087.668335
11243.110688,94,1089.017468
11785.378822,189,1091.903394
11946.442955,152,1094.004976
10886.183438,82,1095.207945
11149.848035,90,1096.493475
10063.52295,74,1097.777641
11955.731131,110,1099.321836
11469.263915,105,1100.787478
9869.344635,69,1101.803696
10512.937307,80,1102.937885
10068.307632,70,1104.022591
10226.804685,74,1105.141635
12192.328421,142,1107.128725
10225.890148,75,1108.206651
11358.766005,115,1109.783736
11622.754737,210,1112.603096
10453.908455,79,1113.787225
11974.14524,125,1115.487968
10496.932392,82,1116.798885
11268.286207,112,1118.394504
12188.699406,149,1120.444214
12396.126391,166,1122.935062
11546.988429,101,1124.440104
12070.307524,127,1126.168133
11665.496867,116,1127.836744
9332.40945,58,1128.708884
9845.187196,69,1129.728947
12024.089752,120,1131.39851
12296.274644,187,1133.949912
10118.030542,71,1135.006267
10190.895704,73,1136.231161
11805.106823,216,1139.066419
10459.712432,79,1140.231198
11044.594252,88,1141.545386
11219.126227,92,1142.867828
9537.245363,63,1143.820804
9874.199392,69,1144.869396
11972.841276,122,1146.564838
10576.624521,232,1149.662028
9792.781997,66,1150.644752
10044.211123,72,1151.722706
10029.348673,72,1152.992373
9956.190738,71,1154.046836
9989.347711,71,1155.31022
10142.296021,74,1156.38272
11666.983163,106,1157.908908
12043.816382,168,1160.205224
11209.494898,110,1161.727338
9793.580192,68,1162.828925
11085.346235,228,1165.8875
12077.195771,129,1167.664777
10898.851385,87,1168.896853
9844.790039,67,1169.93498
10007.193641,72,1170.969319
11912.666931,114,1172.566981
11693.062988,107,1174.106903
10761.877378,84,1175.491579
9723.234916,65,1176.498381
9694.244831,65,1177.543519
9705.523708,66,1178.536724
11941.247963,184,1180.990662
11837.452159,109,1182.525712
5281.919271,252,1186.149463
10104.496699,73,1187.273216
5118.389959,190,1189.808564
11550.684135,213,1192.728774
11060.707061,90,1194.011638
9888.670064,69,1195.166675
10135.851881,73,1196.273699
10477.876114,81,1197.462577
9674.074917,66,1198.510663
10421.206304,78,1199.637153
11198.060563,98,1201.035449
11888.997131,111,1202.570474
11638.65434,112,1204.089514
11774.030698,110,1205.691808
11023.188471,86,1206.920166
9858.651277,68,1207.931145
9806.734651,68,1208.950143
11585.07621,103,1210.397523
4702.391121,252,1214.028512
10544.426782,80,1215.298937
11324.069021,96,1216.634686
11085.773431,92,1217.949053
11681.723478,101,1219.389942
9661.112469,66,1220.471151
10813.201786,85,1221.710257
10765.300355,97,1223.097072
11665.153272,100,1224.534066
10987.8328,93,1225.871089
10796.138857,85,1227.06403
11062.712131,88,1228.376958
9973.823721,72,1229.579453
11150.603857,89,1230.832176
10890.871497,90,1232.143929
10993.85511,92,1233.447238
10952.834756,86,1234.770349
9695.256376,65,1235.745338
10910.796468,85,1236.939734
11214.968941,89,1238.209033
9994.227724,72,1239.295
9913.867622,69,1240.334505
-15149.565695,123,1242.087928
11950.151708,113,1243.633299
10760.445069,85,1245.031334
5510.049659,252,1248.503207
11954.329825,206,1251.333043
12191.932724,140,1253.262869
11332.494284,207,1256.048679
3677.053853,60,1256.965735
10728.12942,81,1258.140666
11166.221056,92,1259.428414
10062.471592,74,1260.522393
11358.145096,100,1261.905103
10604.722647,86,1263.202428
9869.301891,69,1264.199849
10943.924132,86,1265.426097
9896.452563,68,1266.582011
9759.350062,65,1267.53231
10481.698258,81,1268.706247
9567.806542,62,1269.63016
11611.666496,104,1271.144637
10216.612217,75,1272.231468
11196.534997,91,1273.545747
9763.425361,67,1274.547199
11969.352121,116,1276.404554
12248.944003,151,1278.563382
9771.379677,64,1279.516592
12030.166146,135,1281.447285
10215.134207,76,1282.707934
11056.379766,95,1284.083889
9652.544913,63,1285.02002
10227.563429,75,1286.171387
10462.671028,85,1287.377095
11341.775758,94,1288.688284
11638.388098,103,1290.144799
10907.574814,86,1291.372095
12002.139913,119,1293.06965
11001.323679,86,1294.285502
9822.862437,67,1295.32105
10682.120017,82,1296.494191
11775.994358,136,1298.334907
9498.845594,61,1299.359274
10380.475269,80,1300.546286
3458.223869,57,1301.444603
12168.092045,123,1303.127009
10778.923471,86,1304.394299
11297.783222,102,1305.849238
11467.915645,113,1307.709139
10133.763624,73,1308.807798
10443.418743,81,1310.001192
10967.168383,88,1311.231495
11204.897567,91,1312.538698
10831.32565,84,1313.733501
11218.142624,90,1315.207751
10326.245835,76,1316.321295
11115.621493,97,1317.685463
9938.061445,69,1318.717762
11783.444044,118,1320.319239
11470.740648,131,1322.166741
9986.711301,70,1323.183902
10763.639715,82,1324.380669
12304.803208,168,1326.635657
10648.883796,81,1327.816661
11398.003568,109,1329.412518
10114.128312,72,1330.47962
10092.292486,73,1331.536327
9937.775192,70,1332.734444
10034.162723,73,1333.812766
10252.094627,77,1334.980545
9784.424412,66,1335.945402
11613.202134,114,1337.72764
10260.820656,76,1338.976708
10153.892909,72,1340.030982
10261.957232,76,1341.178382
11918.850822,110,1342.695855
10294.611646,78,1343.837446
11465.954901,125,1345.626119
11665.448467,117,1347.234644
11707.090619,112,1348.779899
12557.971868,165,1351.152585
9930.939865,70,1352.17391
9586.138299,64,1353.136384
10557.707195,79,1354.284525
11514.991474,103,1355.748655
10771.071921,86,1356.969536
10873.034265,92,1358.306644
11076.913539,96,1359.698227
11114.806436,102,1361.094669
10129.419618,73,1362.188092
11085.373837,90,1363.51394
11569.202032,106,1365.17654
10788.834502,88,1366.485913
12332.228924,167,1368.824001
11377.945163,101,1370.42996
9597.661097,64,1371.376367
12374.561816,142,1373.378263
9778.994676,67,1374.402489
6209.331025,252,1377.656419
10830.173889,83,1378.857475
11973.322168,184,1381.385993
12023.117316,180,1383.781161
10056.854803,72,1384.897115
10044.788789,73,1385.983202
11704.840131,103,1387.653396
11427.347545,107,1389.151783
9753.555677,67,1390.124586
11514.139913,100,1391.519212
10239.214578,75,1392.618761
4226.279359,252,1395.936278
11662.03707,105,1397.428497
11423.028617,227,1400.734812
11778.890725,112,1402.341935
10052.370781,71,1403.397159
9998.501409,71,1404.413834
11178.997063,95,1405.820188
11759.082328,136,1407.830956
10916.303293,84,1409.121364
2418.486136,53,1409.93018
10269.565554,76,1411.003995
9861.164465,69,1412.006162
10184.559647,76,1413.110671
11091.399996,88,1414.340309
10224.109952,76,1415.434067
10294.261417,77,1416.592467
11593.572363,106,1418.050719
10201.189507,74,1419.131931
11873.733636,122,1420.772407
11536.492919,99,1422.158373
12125.104411,127,1424.09403
12058.050044,118,1425.742041
10165.655435,77,1426.871379
9718.065329,67,1427.877949
10131.735295,73,1428.927302
11741.02123,103,1430.64525
10239.325104,75,1431.855921
10219.605501,76,1432.939893
10035.206314,71,1433.97204
10774.008789,80,1435.10107
11152.159449,93,1436.47124
11147.808157,102,1437.943414
9932.471143,70,1439.067429
12179.461634,139,1440.962881
4493.655799,78,1442.107884
10542.577195,78,1443.212557
10383.735938,80,1444.349648
10698.46293,82,1445.596862
10798.728599,81,1446.770784
10568.42163,82,1447.924662
10228.128951,75,1448.989875
9610.820242,64,1449.917762
10320.219314,82,1451.072568
10347.199581,77,1452.275751
10910.039817,85,1453.46849
10548.532928,79,1454.740633
10153.627769,73,1455.800928
9569.06012,64,1456.749
10282.902964,77,1457.860332
9834.495484,70,1458.871843
10074.053149,72,1460.023495
10066.904012,73,1461.151953
5830.919198,114,1462.966514
10262.034134,76,1464.06925
10612.00457,78,1465.190021
11057.128802,87,1466.448478
9722.55981,66,1467.518142
10035.035001,72,1468.572365
10101.701599,73,1469.781158
1724.350167,252,1473.021773
10536.941481,82,1474.22594
11109.19252,93,1475.577246
11982.805539,111,1477.137177
10128.122773,74,1478.207365
3350.857254,51,1479.021928
3281.392884,50,1479.801998
11325.61551,98,1481.158566
10870.874054,82,1482.36775
10605.524402,176,1484.708131
10169.5824,75,1485.816001
4902.227501,104,1487.399795
11425.191285,97,1488.811045
10305.601598,79,1489.990143
11006.308103,85,1491.196554
10799.089795,83,1492.438748
11229.793358,96,1494.039854
10751.912023,83,1495.243899
11920.129035,106,1496.812731
9910.352936,72,1497.902232
6314.457711,144,1499.863517
9795.866561,68,1500.883357
10788.881634,87,1502.153599
10318.532404,83,1503.375045
10307.674921,78,1504.667382
9930.042673,71,1505.715701
10616.250515,81,1506.88122
11909.41848,106,1508.358953
10394.328076,76,1509.452222
10208.977413,77,1510.614573
9493.908506,63,1511.543359
10788.430709,85,1512.747048
9570.060285,63,1513.667921
11690.940051,101,1515.132234
10113.314406,73,1516.241836
11074.802821,99,1517.750123
11245.906854,94,1519.154919
10193.636568,74,1520.222666
11393.439468,118,1521.856552
9556.733732,63,1522.826141
11665.79569,105,1524.472476
11734.333285,103,1526.033843
11745.283805,155,1528.138466
10859.699689,82,1529.33441
11020.176118,91,1530.612437
9750.485035,67,1531.592782
5898.376174,121,1533.312868
2684.832453,44,1534.150097
10034.245623,70,1535.192194
10758.682703,84,1536.411125
2212.284276,35,1537.04207
10131.00706,74,1538.102381
11103.035502,95,1539.462099
10738.554612,85,1540.738154
10943.580128,88,1542.008849
10881.87851,86,1543.226941
9808.472571,67,1544.242796
9570.374493,62,1545.178496
11594.20817,100,1546.626973
4075.216774,60,1547.596864
9905.0601,68,1548.70853
10024.080328,72,1549.770357
11596.106086,100,1551.19112
11988.860011,137,1553.050022
10122.573486,74,1554.172334
10898.674518,86,1555.750516
9853.795611,68,1556.744066
10237.370172,76,1557.867201
11774.477467,115,1559.444437
11276.691569,91,1560.729353
11319.906004,114,1562.364394
10642.784356,80,1563.542415
10120.143529,73,1564.783568
10273.347276,76,1565.921097
9748.547037,67,1566.903193
12250.541323,155,1568.94619
3324.883331,64,1569.957889
9656.470055,63,1570.889782
11026.631512,85,1572.102214
11635.782296,102,1573.511675
9672.656386,63,1574.45905
6254.027567,252,1577.80583
10651.711928,84,1579.005273
12101.524008,113,1580.603371
10292.696488,84,1581.826695
10021.540012,72,1583.058613
10723.860113,83,1584.314194
11636.843342,100,1585.837568
9842.909987,69,1586.992026
9854.270031,68,1587.975408
10591.310246,82,1589.131609
9741.292377,65,1590.082034
10203.824806,75,1591.17819
11581.717061,101,1592.69159
11070.21213,88,1593.94555
10684.591203,84,1595.198903
10769.528171,85,1596.512685
11899.4623,147,1598.488567
10172.100356,75,1599.756649
9776.104472,66,1600.729545
10574.433536,79,1601.869813
10272.872156,75,1602.98066
11998.509595,139,1604.860694
10997.723531,87,1606.160903
9484.701342,62,1607.092275
10993.090447,91,1608.389403
11615.907552,109,1609.92363
9701.108012,65,1610.905632
9767.580357,67,1611.916732
11255.737292,168,1614.403373
9652.231342,64,1615.365833
11371.514471,145,1617.636095
10399.170499,78,1618.77734
9950.517172,71,1619.821694
10267.393218,76,1620.973585
11825.215875,109,1622.46013
10413.493948,78,1623.588997
11120.242321,90,1624.841562
10247.319843,76,1625.950512
9635.241172,64,1626.90327
9652.772153,64,1627.904283
12090.552823,110,1629.497305
10155.486559,73,1630.655508
11137.754402,92,1631.952965
10727.464391,84,1633.148433
11150.088167,89,1634.41773
9605.646085,63,1635.331519
9903.689406,70,1636.462642
11588.569178,101,1637.892539
11385.517801,100,1639.281018
11503.672444,97,1640.667098
10594.856114,84,1641.877633
9706.163284,64,1642.883088
9631.425817,65,1643.858713
11729.312102,104,1645.425126
11566.523903,100,1646.839427
10061.63066,72,1648.003304
9672.759416,65,1649.102179
10926.663209,243,1652.387094
9857.504242,69,1653.414956
9697.911137,65,1654.38991
11034.2948,88,1655.645515
11914.07767,106,1657.141767
10705.29456,83,1658.393431
11237.501368,89,1659.642773
10945.928085,87,1660.915872
10319.422287,78,1662.163814
9725.887345,65,1663.154525
11288.705061,97,1664.565805
10292.50009,76,1665.702254
11215.135646,90,1667.034435
10102.982131,73,1668.082802
11445.585961,95,1669.440572
11086.645591,98,1670.793475
11151.408569,95,1672.222018
9648.128798,64,1673.175853
10206.579782,76,1674.285415
11272.445683,145,1676.268426
9581.248809,63,1677.225896
10303.193247,77,1678.498302
10232.85628,75,1679.833865
10723.006371,82,1681.021297
9511.651164,62,1681.962185
