"Run","Run ID","metric","step","timestamp","value"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","140500","1760366648984","'-127.07405799978972"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","141500","1760366662869","'-52.35023081424832"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","143000","1760366684639","5.483840469290502"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","144000","1760366699771","36.89128146739304"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","145500","1760366720448","39.00075662981719"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","146500","1760366734537","26.26749582058075"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","148000","1760366754730","23.18505219607055"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","149000","1760366769634","62.57157015275955"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","150500","1760366792276","38.51072947898693"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","151500","1760366806988","60.8950532001853"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","153000","1760366829532","44.83074117128551"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","154000","1760366844820","76.0305600361228"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","155500","1760366866828","53.0408453604877"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","156500","1760366880445","70.89976464790851"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","158000","1760366901583","51.008783042736354"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","159000","1760366915256","66.95144265443086"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","160000","1760366929617","89.71814557674527"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","160500","1760366936498","89.01414271959662"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","161500","1760366950388","69.44522178977728"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","163000","1760366971439","78.53665722842142"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","164000","1760366985963","90.07919738988205"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","165500","1760367006426","65.82860271760822"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","166500","1760367020524","63.020308796346185"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","168000","1760367041015","69.37174852089584"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","169000","1760367055404","90.7436501956284"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","170500","1760367076220","84.82037832135335"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","171500","1760367090237","88.19909612709284"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","173000","1760367111729","91.8608031349033"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","174000","1760367125643","78.64689098508656"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","175500","1760367146663","77.22181817285531"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","176500","1760367160200","54.47622345206141"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","178000","1760367181539","101.64132349812985"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","179000","1760367195173","57.41116855627298"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","180500","1760367216058","66.44734573721885"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","181500","1760367230145","96.82440495528654"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","183000","1760367251294","88.23988936266304"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","184000","1760367265671","81.53665632796287"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","185500","1760367286324","64.6381661196053"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","186500","1760367300343","58.687112209126354"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","188000","1760367321388","71.38970380643941"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","189000","1760367335578","78.72401986063318"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","190500","1760367356860","86.25266949804127"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","191500","1760367371016","87.2011105414629"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","193000","1760367392377","95.61836317193509"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","194000","1760367406580","93.36832038879395"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","195500","1760367428583","78.37793382872641"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","196500","1760367444125","111.9876870699674"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","198000","1760367464901","100.20787027257681"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","199000","1760367479518","109.54919801527262"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","200000","1760367493402","85.68316860437393"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","200500","1760367500526","93.07258425039053"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","201500","1760367514630","75.7562395103434"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","203000","1760367536064","100.7473064262569"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","204000","1760367550103","95.13409513390064"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","205500","1760367571708","108.6299500080049"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","206500","1760367585478","88.15831253569014"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","208000","1760367606978","112.07825852715969"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","209000","1760367622287","114.76072428697347"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","210500","1760367643849","101.22922930154205"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","211500","1760367658269","107.82408881902694"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","213000","1760367679650","96.4168907518685"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","214000","1760367694210","107.26678759580851"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","215500","1760367715832","114.04599174308777"
"single_R4.6.10_W2E4_T5.2_dangerous_20251013_224357","e583ade55f28481e83808122a9032241","avg_reward_1000","216500","1760367730357","106.43377313801646"
