#{"t_start": 1760366640.5794168, "env_id": "None"}
r,l,t
14209.563298,131,734.958843
15698.600345,207,737.796731
14506.860523,135,739.65784
15573.999214,249,743.15394
14007.538926,132,745.334166
13790.886909,158,747.494164
14401.90311,121,749.276107
14495.570789,137,751.158899
14580.529982,179,753.646525
13532.682258,129,755.430752
14464.386681,134,757.284773
4547.615641,60,758.224416
13908.444641,184,760.864406
13953.421399,124,762.600748
5823.423271,80,763.779433
14306.987193,124,765.541397
15415.05646,170,767.91719
13607.813595,114,769.515279
14602.336572,135,771.361337
14267.333505,122,773.124493
15366.995152,221,776.479747
14919.945016,135,778.57028
15488.715028,137,780.568708
6277.307332,252,784.392094
15313.182989,164,786.89101
13884.770884,137,788.899805
14853.001505,126,791.087048
13689.689881,118,792.75826
14142.566467,135,794.70279
14859.534601,139,796.848491
13745.412874,122,798.933292
14030.78322,129,801.021158
13454.498721,117,802.752023
13614.828491,246,806.078531
15588.07258,216,808.948716
14500.558004,125,810.740481
14561.309059,163,813.006505
13791.841007,114,814.637061
14624.064791,133,816.481502
14666.30626,136,818.533037
13567.795105,136,820.400078
14070.537128,130,822.201207
14459.463218,211,825.167002
14386.265526,131,826.996827
14286.767122,121,828.872333
14345.70166,145,831.160823
13118.172586,128,833.065628
14619.626382,131,834.866927
14440.50992,120,836.527507
13580.936179,119,838.205686
15047.454613,136,840.138334
11770.227866,205,842.890282
14632.939419,133,844.744636
13081.584882,117,846.55806
14211.610194,156,848.678973
14105.660257,152,850.791222
14497.048836,247,854.202084
13985.837024,129,855.989509
13045.41848,130,857.787688
13695.598636,117,859.452903
13595.815356,127,861.497785
13265.256504,122,863.513111
12512.158447,176,865.87165
14426.415561,162,868.111687
5351.729177,252,871.378428
14531.130357,131,873.198509
13694.871147,131,875.103873
8883.147343,252,878.577115
14026.723053,117,880.225039
13994.081175,130,882.056363
14641.148905,121,883.762369
14592.259286,139,885.673199
14120.034203,131,887.484078
15362.034631,214,890.372083
14226.21098,135,892.524032
13783.316815,118,894.495819
15378.49502,185,897.043123
12946.093924,118,898.697453
14541.048147,133,900.549505
13658.897026,152,902.668217
12157.841438,128,904.424151
13934.219533,178,907.002767
14103.962352,129,908.795757
14189.361989,235,912.008378
13377.551871,124,913.739535
14774.586659,139,915.663552
13394.950824,126,917.436876
14331.591614,137,919.328755
13829.340464,128,921.094925
13179.398416,118,922.888019
14673.835387,135,925.177626
13720.671045,126,927.089787
13644.777755,124,928.789985
14439.846995,131,930.593036
13850.514261,117,932.409853
13918.178415,132,934.244881
13682.012986,123,935.937185
13336.369021,126,937.803998
13978.935063,215,940.728082
11959.753496,109,942.263646
14433.88119,250,945.612839
14733.475886,164,947.884269
12649.50529,173,950.176548
12288.038591,124,951.947813
12546.310814,126,953.733487
14328.599607,135,955.914686
14339.987661,115,957.754047
14103.746619,138,959.683097
14513.068194,121,961.487333
15032.227298,132,963.301626
13291.111679,116,964.936718
13822.746628,120,966.658385
13777.662726,133,968.513168
14398.520049,117,970.252605
14323.847456,126,972.306603
14616.207771,137,974.487648
14968.887156,134,976.589265
14428.801744,122,978.326078
15017.193855,127,980.287526
14119.035422,117,982.135522
13797.373235,117,983.827446
14807.869168,192,986.594057
13942.484936,123,988.526751
14139.729027,117,990.250289
15809.916758,192,992.87368
14600.881018,157,995.057057
13986.621457,121,996.823928
14217.48934,127,998.582176
11965.09767,132,1000.462388
14379.249661,129,1002.281825
14370.299484,125,1004.098762
15267.484623,131,1005.889681
14551.098151,126,1007.670978
15632.986651,152,1009.768191
14138.280676,119,1011.619501
14670.489194,121,1013.312872
13715.57726,124,1015.173584
15585.620529,169,1017.792756
14051.286554,135,1019.671618
13980.447594,122,1021.373665
4665.975353,67,1022.403765
13548.26115,121,1024.129606
13958.538751,127,1025.99999
14134.838935,124,1027.725113
11667.017495,213,1030.565111
14265.471496,122,1032.359334
14383.464393,129,1034.193097
14114.448987,118,1035.860843
11489.503473,136,1037.73873
14109.318601,131,1039.740355
13728.991636,120,1041.550052
13386.457298,112,1043.16259
13921.777381,126,1044.900048
13490.088411,134,1046.943745
13481.074657,125,1048.870835
13662.242618,167,1051.161577
14527.638898,125,1052.918019
14257.37488,121,1054.750193
14180.540643,119,1056.413117
14242.698075,118,1058.067605
14115.782239,133,1059.943158
13885.125734,113,1061.581761
14443.258418,126,1063.40164
13576.495138,128,1065.345498
14298.199853,124,1067.105667
13458.648524,116,1068.796954
14682.775343,126,1070.541363
14755.071238,130,1072.518146
14185.065793,127,1074.292642
13204.363196,127,1076.133315
14098.442548,114,1077.853552
13900.390238,133,1079.866237
13557.775693,117,1081.505439
14543.794459,117,1083.203769
16511.152949,180,1085.667982
13883.164581,124,1087.412263
4658.655631,63,1088.383506
13542.767262,113,1090.162521
13334.377598,144,1092.144381
14614.124436,126,1093.910594
14523.356082,130,1095.73727
14844.028053,127,1097.562129
13584.267184,124,1099.305555
15057.563374,222,1102.419561
14905.878955,170,1104.870131
13937.079334,131,1106.708796
14514.808479,121,1108.503585
14502.68995,182,1111.159871
14438.878317,122,1112.854699
15300.987087,178,1115.277281
13394.162848,126,1117.026139
13760.146947,113,1118.795959
15914.896737,229,1121.927251
14842.204432,134,1123.986177
15453.59184,178,1126.676941
14403.386943,174,1129.270144
14409.94583,129,1131.199436
14877.927883,126,1133.121297
14422.118467,129,1135.04987
14484.970675,130,1136.833779
15675.90743,167,1139.262454
