#{"t_start": 1760343927.40677, "env_id": "None"}
r,l,t
11408.246131,114,1500.484648
11677.92708,111,1502.499661
11720.15025,114,1504.427996
11412.436614,115,1506.306691
11395.758745,116,1508.155354
11594.496258,118,1510.021218
11220.041237,115,1511.924222
11613.577905,115,1513.771355
11863.564511,116,1515.627998
11908.011087,113,1517.472495
12192.75695,117,1519.57496
11829.476558,113,1521.415942
12065.631291,115,1523.29645
11390.53355,118,1525.243099
11758.858081,116,1527.100837
11859.146558,116,1529.343459
11854.280291,119,1531.751087
11163.304524,119,1533.819504
11683.741002,113,1535.665999
11517.082993,117,1537.580546
11555.347572,114,1539.434838
11873.026481,117,1541.301641
12024.871141,117,1543.199932
11740.503621,116,1545.29599
11570.393687,116,1547.191081
11638.882292,115,1549.05815
11825.011662,118,1550.989029
11629.236164,115,1552.851037
11541.868546,115,1554.795831
11815.600248,113,1556.575136
11312.6045,115,1558.599306
11743.432813,113,1560.631035
11446.518947,115,1563.091677
12129.340021,116,1564.999985
11684.676631,119,1566.918909
11870.037264,117,1568.990238
11853.579902,117,1570.927528
11937.467714,115,1572.752691
10841.0524,113,1574.542601
5003.412559,93,1576.122143
11966.056377,113,1577.961092
11841.957945,117,1579.956381
11366.651777,116,1581.847989
11396.635808,116,1583.70407
11638.686908,117,1585.599227
1204.977506,38,1586.341177
10910.92525,119,1588.268471
11242.068607,117,1590.478785
11669.327195,114,1592.785379
11003.412056,117,1594.864736
11043.067817,116,1596.780879
12254.543612,117,1598.682705
12255.030003,115,1600.565315
11550.175355,116,1602.432896
11735.868905,117,1604.376261
12207.62259,118,1606.33105
11202.222945,116,1608.159113
11423.483774,117,1610.072638
11647.14943,118,1611.9608
11808.723597,120,1613.990459
11320.651988,116,1615.970807
11635.674171,117,1618.08662
11469.578664,116,1620.233359
12123.653822,118,1622.394229
11961.468963,116,1624.819386
11544.737028,115,1626.701638
11481.570397,120,1628.724614
11708.503042,118,1630.696625
11414.95688,115,1632.542811
12194.98223,118,1634.45357
12047.0016,117,1636.361773
11384.329861,120,1638.264601
11676.927648,117,1640.205866
11444.047875,120,1642.457997
11776.570159,118,1644.954045
11922.915733,119,1647.40222
11349.82053,117,1650.096947
11650.176301,116,1652.503933
11039.540411,116,1654.743011
11237.324603,116,1656.733173
11400.582294,115,1658.755298
11475.04452,118,1660.991164
11244.809083,115,1663.110897
12064.054855,120,1665.077644
11201.256009,117,1667.094176
10407.40639,127,1669.25844
11427.756059,118,1671.201073
10868.698705,127,1673.239591
11090.587587,117,1675.173685
11919.170534,117,1677.055427
11884.958696,116,1678.955225
11409.638,120,1680.949836
11593.748775,116,1682.843421
11801.172042,116,1685.055652
11525.526618,117,1687.167109
10992.805993,117,1689.094723
11487.393109,115,1690.970729
11684.980317,118,1693.149575
11883.201985,118,1695.238721
1653.106817,44,1696.112862
11743.596122,121,1698.032555
10849.245076,118,1699.921112
11763.548439,116,1701.852575
4465.182299,89,1703.326622
11986.231515,116,1705.166776
10646.063591,115,1707.045038
11791.02143,117,1708.990479
11436.356416,118,1710.863295
10745.675181,116,1712.710501
11175.311891,116,1714.59622
11919.337567,119,1717.089029
12100.774294,118,1719.09534
11408.424022,116,1720.974565
11947.240885,117,1722.920615
11497.964248,119,1725.020119
10928.713346,121,1727.098383
2160.675586,43,1727.894894
11856.424664,118,1729.828886
11018.084926,119,1731.762401
12108.252202,115,1733.580392
3714.350472,111,1735.446776
12019.855396,118,1737.328593
11848.982691,118,1739.419914
11346.188884,117,1741.280363
11859.404841,116,1743.220897
11893.471905,117,1745.12183
11755.857,119,1747.557405
11751.395245,117,1749.390332
12149.5797,114,1751.302344
12110.141074,119,1753.221934
11760.151901,116,1755.381377
10632.275388,125,1757.426308
11924.404942,119,1759.324688
12186.707842,115,1761.281939
11116.716428,118,1763.291104
12122.054687,118,1765.194734
11395.0692,117,1767.09037
11740.278792,118,1769.049568
12226.533468,116,1770.898152
11799.616646,117,1772.843974
11689.044672,117,1774.754801
11455.563723,118,1777.017475
11404.750045,116,1779.162308
11735.024043,118,1781.11033
12092.284597,117,1783.022825
11446.124084,117,1785.239151
11265.965536,115,1787.124898
11679.082617,117,1789.189246
11865.718522,117,1791.080311
11600.119486,119,1793.005213
11039.153289,116,1794.917924
12097.895263,116,1796.807497
11447.418704,115,1798.669601
11560.481972,115,1800.586591
11582.87091,115,1802.499856
12268.918698,116,1804.393733
12249.752705,118,1806.309974
12330.031424,114,1808.625421
12288.623305,117,1810.648216
11671.483269,114,1812.616564
12320.873543,113,1814.447214
11517.444733,116,1816.647919
11623.016532,116,1818.531466
11600.453155,117,1820.546453
11699.299507,119,1822.507575
11392.862372,119,1824.426947
11772.17003,125,1826.44512
11694.755333,116,1828.382074
11673.341388,118,1830.232613
11992.100651,115,1832.094785
12151.335807,115,1833.947409
11884.013817,119,1835.925046
12162.2358,119,1837.989524
11732.80412,114,1840.334321
12037.268415,118,1842.168123
12369.070066,123,1844.22754
11789.182211,118,1846.288983
12037.100208,118,1848.242037
11499.064514,118,1850.172451
12137.714965,116,1852.04508
12247.561431,117,1853.991385
12071.782406,117,1855.897075
11394.709764,118,1857.794258
12020.640968,119,1859.871845
12119.509964,117,1861.885733
11497.552787,118,1863.784695
11510.935185,118,1865.724382
12227.528527,114,1867.566142
11980.492017,116,1869.738331
12008.887024,118,1871.841011
11769.428139,116,1873.734263
11481.821722,116,1875.605011
12199.499734,116,1877.777144
12142.08604,119,1879.710234
11684.701228,116,1881.534383
11697.804568,119,1883.438764
11811.501234,120,1885.496868
11401.710068,116,1887.462695
12145.556029,117,1889.368499
12225.176811,118,1891.326604
12120.399499,115,1893.159637
11118.989107,117,1895.08445
12334.310274,115,1896.995698
12064.51447,118,1898.925345
12280.177105,118,1901.282198
11781.911991,119,1903.3459
11821.714401,117,1905.274926
11912.692707,115,1907.177505
11937.781833,115,1909.348058
12001.881133,117,1911.280648
12349.381274,116,1913.140797
12083.15716,115,1914.966765
11580.016982,115,1916.808444
11748.909163,115,1918.672442
11880.571996,119,1920.615751
12180.693127,115,1922.564531
11468.346771,117,1924.504168
12077.023302,115,1926.340986
12031.444932,114,1928.224966
12026.963173,117,1930.109682
11669.703587,119,1932.474216
12045.737451,116,1934.506686
12035.479948,117,1936.435659
11938.553327,115,1938.534231
12280.011355,118,1940.439611
11726.663017,121,1942.365803
12415.647864,117,1944.222878
11847.355205,113,1946.169907
12058.697275,115,1948.005476
12180.706517,114,1949.841744
12341.581101,118,1951.765527
11381.297911,117,1953.675455
12312.240803,118,1955.574116
12348.656513,116,1957.556611
12300.912284,117,1959.467552
12045.546225,113,1961.421345
11909.50226,116,1963.671008
12240.302732,114,1965.537955
11884.44621,115,1967.362389
12167.930996,117,1969.500745
11933.258717,114,1971.501026
12209.304872,116,1973.378969
12234.911694,114,1975.218959
12222.535487,116,1977.163071
11608.714354,116,1979.136881
11988.548048,115,1981.11932
11868.59506,120,1983.054995
11983.453724,118,1984.940752
12169.670862,116,1986.872459
12072.429854,119,1988.773441
11951.723524,119,1990.740369
11764.516918,115,1992.803466
11756.426075,115,1994.985756
11853.872429,116,1996.845289
12465.493855,116,1998.737136
12009.987818,117,2000.921785
12094.698521,114,2002.762171
3532.582157,68,2003.988221
